,Normalized_LunchADP,Normalized_FreeRedcElig,Normalized_LunchTotal,clusters
4297,0.0,0.0,0.0,1
4300,0.0,0.0,0.0,1
4305,57.592592592592595,100.0,1785.1851851851852,0
4318,43.27598566308243,68.81720430107528,822.2222222222222,0
4320,72.65060240963855,84.33734939759037,1453.012048192771,0
4324,0.0,0.0,0.0,1
4328,37.61363636363637,100.0,789.7727272727273,0
4331,0.0,0.0,0.0,1
4343,0.0,0.0,0.0,1
4350,0.0,0.0,0.0,1
4352,0.0,0.0,0.0,1
4355,77.04895104895105,100.0,847.5524475524475,0
4364,0.0,0.0,0.0,1
4367,0.0,0.0,0.0,1
4368,0.0,17.791411042944784,0.0,1
4372,0.0,0.0,0.0,1
4377,0.0,0.0,0.0,1
4387,0.0,0.0,0.0,1
4389,0.0,91.32075471698113,0.0,1
4402,0.0,0.0,0.0,1
4408,0.0,0.0,0.0,1
4410,90.98412698412699,100.0,2820.6349206349205,2
4414,72.11627906976744,99.53488372093024,1514.4186046511627,0
4415,0.0,0.0,0.0,1
4417,67.9957805907173,84.81012658227847,1359.915611814346,0
4419,37.77884615384615,100.0,793.2692307692307,0
4431,0.0,0.0,0.0,1
4449,0.0,0.0,0.0,1
4450,72.2,100.0,1155.1724137931035,0
4463,0.0,0.0,0.0,1
4464,0.0,0.0,0.0,1
4469,0.0,0.0,0.0,1
4472,0.0,0.0,0.0,1
4494,0.0,0.0,0.0,1
4510,72.32704402515722,100.0,795.5974842767296,0
4512,0.0,0.0,0.0,1
4514,0.0,0.0,0.0,1
4515,71.71812080536913,100.0,1506.0402684563758,0
4518,90.64516129032259,100.0,2809.677419354839,2
4523,0.0,0.0,0.0,1
4527,81.13868613138686,82.48175182481752,1541.6058394160584,0
4532,0.0,0.0,0.0,1
4541,89.58536585365853,100.0,2687.8048780487807,2
4543,90.3170731707317,100.0,2800.0,2
4546,60.86976744186047,73.95348837209302,913.0232558139534,0
4548,82.85714285714285,99.01477832512316,1657.1428571428573,0
4550,57.80172413793103,100.0,1156.0344827586207,0
4554,71.53082191780823,80.13698630136986,1072.9452054794522,0
4563,74.61904761904762,99.04761904761905,1492.3809523809523,0
4570,78.3125,98.75,1566.25,0
4575,0.0,0.0,0.0,1
4577,84.7979797979798,100.0,1695.9595959595958,0
4604,75.73469387755102,99.18367346938776,1514.6938775510205,0
4716,14.875,85.71428571428571,297.5,1
4725,0.0,53.8235294117647,0.0,1
4729,0.0,44.07894736842105,0.0,1
4815,0.0,41.082802547770704,0.0,1
4861,0.0,45.60669456066946,0.0,1
4863,0.0,82.29166666666666,0.0,1
4906,0.0,60.40609137055838,0.0,1
4931,0.0,55.27950310559007,0.0,1
4946,0.0,41.082802547770704,0.0,1
4949,0.0,0.0,0.0,1
5002,0.0,0.0,0.0,1
5020,75.36945812807882,96.05911330049261,1507.3891625615763,0
5029,0.0,0.0,0.0,1
5033,30.700636942675164,79.61783439490446,614.0127388535033,1
5037,0.0,0.0,0.0,1
5042,41.333333333333336,67.85714285714286,785.3174603174602,0
5043,0.0,0.0,0.0,1
5055,56.59340659340659,92.3076923076923,1131.868131868132,0
5061,54.99999999999999,85.71428571428571,1100.0,0
5064,0.0,0.0,0.0,1
5072,45.67164179104478,82.08955223880598,913.4328358208955,0
5075,86.20689655172413,87.58620689655172,1724.137931034483,0
5082,19.577464788732396,78.87323943661971,391.5492957746479,1
5088,84.375,71.875,1687.5,0
5097,58.291139240506325,45.14767932489451,1165.8227848101267,0
5098,79.19685039370079,100.0,2455.11811023622,2
5101,46.41393442622951,11.885245901639344,928.2786885245902,0
5107,8.375314861460957,26.448362720403022,134.00503778337531,1
5112,80.13333333333334,100.0,2484.4444444444443,2
5113,0.0,49.73821989528796,0.0,1
5117,82.94871794871794,70.94017094017094,1658.9743589743591,0
5122,78.27755102040817,92.24489795918367,1408.9795918367347,0
5125,99.90322580645162,100.0,3096.7741935483873,2
5126,0.0,0.0,0.0,1
5127,0.0,0.0,0.0,1
5129,0.0,0.0,0.0,1
5131,93.55555555555556,100.0,2900.0,2
5138,0.0,0.0,0.0,1
5139,0.0,0.0,0.0,1
5141,0.0,0.0,0.0,1
5142,0.0,0.0,0.0,1
5144,61.1,100.0,1100.0,0
5147,0.0,0.0,0.0,1
5148,0.0,0.0,0.0,1
5150,0.0,0.0,0.0,1
5151,98.98742138364778,100.0,3068.553459119497,2
5152,0.0,0.0,0.0,1
5153,99.54901960784315,100.0,3086.274509803922,2
5154,99.13333333333333,100.0,3073.3333333333335,2
5158,0.0,0.0,0.0,1
5159,59.050000000000004,85.0,1830.0,0
5164,95.53846153846153,100.0,2961.538461538462,2
5165,0.0,0.0,0.0,1
5166,0.0,0.0,0.0,1
5169,75.28571428571429,100.0,2334.285714285714,2
5170,0.0,0.0,0.0,1
5171,0.0,0.0,0.0,1
5172,0.0,0.0,0.0,1
5174,0.0,0.0,0.0,1
5175,84.5546218487395,86.5546218487395,1775.6302521008404,0
5176,84.11764705882354,100.0,2523.529411764706,2
5178,61.56521739130435,95.65217391304348,1908.695652173913,0
5179,0.0,0.0,0.0,1
5183,0.0,0.0,0.0,1
5186,88.62445414847161,89.08296943231441,1683.8427947598252,0
5190,35.58861439312567,7.9484425349087005,640.6015037593985,1
5191,0.0,100.0,0.0,1
5192,29.393582887700532,3.4224598930481283,529.0909090909091,1
5198,40.13960113960113,7.4074074074074066,722.5071225071225,0
5201,90.50251256281406,100.0,1810.0502512562816,0
5208,51.27027027027027,68.10810810810811,1025.4054054054054,0
5211,34.562952243125906,13.024602026049203,622.1418234442837,1
5227,65.99173553719008,69.42148760330579,1319.8347107438017,0
5228,41.95959595959596,16.305916305916305,755.2669552669553,0
5232,33.777115613825984,2.9797377830750893,607.9856972586413,1
5233,37.34014598540146,2.4817518248175183,672.116788321168,0
5252,0.0,100.0,0.0,1
5254,35.46859296482412,4.1457286432160805,638.4422110552764,1
5255,36.887611749680715,18.135376756066414,663.9846743295019,0
5264,31.497797356828194,16.886930983847286,566.9603524229075,1
5266,57.38121546961325,85.6353591160221,1204.9723756906078,0
5270,67.57201646090535,74.07407407407408,1351.440329218107,0
5275,37.005110732538334,8.517887563884157,666.0988074957411,0
5276,31.05734265734266,9.93006993006993,559.020979020979,1
5285,61.95431472081218,85.78680203045685,1239.0862944162438,0
5286,35.32,4.117647058823529,635.7647058823529,1
5287,27.80325960419092,5.820721769499418,500.46565774155994,1
5291,86.06735751295338,100.0,1635.2331606217617,0
5302,31.11864406779661,100.0,684.7457627118645,0
5309,23.666666666666668,100.0,733.3333333333333,0
5318,33.125,100.0,1025.0,0
5320,24.0,100.0,742.8571428571429,0
5322,40.57142857142857,100.0,1257.142857142857,0
5330,41.333333333333336,100.0,1283.3333333333335,0
5331,40.112377850162865,5.863192182410423,842.3452768729641,0
5340,90.06249999999999,100.0,2791.666666666667,2
5341,51.58796296296296,91.66666666666666,1083.3333333333335,0
5342,99.44444444444444,100.0,3082.5396825396824,2
5344,0.0,0.0,0.0,1
5345,0.0,30.392156862745097,0.0,1
5347,76.98198198198199,89.1891891891892,1539.6396396396397,0
5348,0.0,100.0,0.0,1
5350,0.0,0.0,0.0,1
5351,77.52155172413792,100.0,1550.4310344827586,0
5352,0.0,0.0,0.0,1
5354,0.0,0.0,0.0,1
5362,0.0,66.49746192893402,0.0,1
5363,0.0,59.078590785907856,0.0,1
5364,35.93589743589744,100.0,1114.102564102564,0
5367,0.0,31.746031746031743,0.0,1
5370,0.0,60.5,0.0,1
5371,0.0,64.5,0.0,1
5379,0.0,0.0,0.0,1
5380,0.0,0.0,0.0,1
5388,45.8421052631579,100.0,963.1578947368421,0
5390,0.0,0.0,0.0,1
5391,0.0,0.0,0.0,1
5392,0.0,0.0,0.0,1
5399,45.79742765273312,33.762057877813504,961.7363344051446,0
5400,43.78358208955224,92.53731343283582,919.4029850746268,0
5401,10.860927152317881,15.2317880794702,162.91390728476821,1
5404,0.0,0.0,0.0,1
5407,0.0,0.0,0.0,1
5410,0.0,100.0,0.0,1
5412,0.0,0.0,0.0,1
5414,0.0,0.0,0.0,1
5416,0.0,0.0,0.0,1
5418,0.0,0.0,0.0,1
5419,41.04477611940299,88.05970149253731,779.8507462686567,0
5421,0.0,0.0,0.0,1
5423,0.0,0.0,0.0,1
5425,0.0,0.0,0.0,1
5426,0.0,0.0,0.0,1
5430,0.0,0.0,0.0,1
5434,0.0,0.0,0.0,1
5435,0.0,0.0,0.0,1
5437,50.960199004975124,41.54228855721393,1070.1492537313434,0
5438,32.76470588235294,100.0,982.3529411764706,0
5441,0.0,0.0,0.0,1
5443,10.811643835616438,19.863013698630137,227.05479452054794,1
5446,0.0,0.0,0.0,1
5447,65.34745762711864,87.28813559322035,1176.271186440678,0
5448,0.0,0.0,0.0,1
5449,0.0,0.0,0.0,1
5450,0.0,0.0,0.0,1
5453,0.0,0.0,0.0,1
5454,0.0,0.0,0.0,1
5455,73.63855421686748,69.87951807228916,1251.8072289156626,0
5457,0.0,0.0,0.0,1
5458,82.69,92.0,1736.4999999999998,0
5459,0.0,0.0,0.0,1
5460,0.0,0.0,0.0,1
5461,0.0,0.0,0.0,1
5462,0.0,0.0,0.0,1
5464,0.0,0.0,0.0,1
5465,0.0,0.0,0.0,1
5469,0.0,0.0,0.0,1
5470,0.0,0.0,0.0,1
5471,0.0,0.0,0.0,1
5472,79.86363636363637,94.31818181818183,1437.5,0
5474,0.0,0.0,0.0,1
5479,0.0,88.83248730964468,0.0,1
5480,57.877551020408156,97.95918367346938,636.734693877551,1
5482,36.01970443349754,60.591133004926114,612.3152709359606,1
5486,0.0,0.0,0.0,1
5487,70.25316455696202,100.0,1194.3037974683546,0
5488,0.0,0.0,0.0,1
5490,0.0,0.0,0.0,1
5491,0.0,0.0,0.0,1
5495,62.4264705882353,2.941176470588235,1248.5294117647059,0
5498,27.976958525345623,42.857142857142854,475.57603686635946,1
5500,0.0,0.0,0.0,1
5501,0.0,0.0,0.0,1
5502,0.0,0.0,0.0,1
5503,0.0,0.0,0.0,1
5504,33.918200408997954,8.077709611451942,610.5316973415132,1
5505,0.0,98.0392156862745,0.0,1
5507,0.0,58.291457286432156,0.0,1
5510,0.0,0.0,0.0,1
5511,0.0,0.0,0.0,1
5519,51.62114537444934,67.84140969162996,877.5330396475772,0
5527,0.0,0.0,0.0,1
5528,61.175438596491226,53.68421052631579,1040.0,0
5529,0.0,0.0,0.0,1
5533,0.0,0.0,0.0,1
5536,0.0,0.0,0.0,1
5537,0.0,57.701711491442545,0.0,1
5545,0.0,0.0,0.0,1
5547,42.199999999999996,100.0,1266.6666666666665,0
5551,0.0,87.3015873015873,0.0,1
5554,0.0,98.71794871794873,0.0,1
5556,0.0,0.0,0.0,1
5570,78.02369668246445,93.8388625592417,1248.3412322274883,0
5572,0.0,0.0,0.0,1
5573,0.0,0.0,0.0,1
5574,0.0,0.0,0.0,1
5577,32.93333333333334,38.333333333333336,560.0,1
5579,75.41791044776119,100.0,1282.089552238806,0
5586,0.0,0.0,0.0,1
5593,0.0,0.0,0.0,1
5594,0.0,0.0,0.0,1
5597,0.0,0.0,0.0,1
5598,54.67647058823529,100.0,929.4117647058824,0
5602,48.639024390243904,81.95121951219512,826.8292682926829,0
5606,27.010101010101007,79.7979797979798,513.1313131313132,1
5623,91.29906542056074,100.0,2647.6635514018694,2
5626,0.0,38.35616438356164,0.0,1
